"N","24"
"E#:maj9(*7)/#9","8  5  9  0  4  7  4"
"F:maj9(*7)/#9","8  5  9  0  4  7  4"
"Fb:maj9(*7)/#9","7   4   8  11   3   6   3"
"F#:maj9(*7)/#9","9   6  10   1   5   8   5"
"G:maj9(*7)/#9","10   7  11   2   6   9   6"
"Gb:maj9(*7)/#9","9   6  10   1   5   8   5"
"G#:maj9(*7)/#9","11   8   0   3   7  10   7"
"A:maj9(*7)/#9","0   9   1   4   8  11   8"
"Ab:maj9(*7)/#9","11   8   0   3   7  10   7"
"A#:maj9(*7)/#9","1  10   2   5   9   0   9"
"B:maj9(*7)/#9","2  11   3   6  10   1  10"
"Bb:maj9(*7)/#9","1  10   2   5   9   0   9"
"B#:maj9(*7)/#9","3   0   4   7  11   2  11"
"C:maj9(7)","0   4   7  11   2  11"
"Cb:maj9(7)","11   3   6  10   1  10"
"C#:maj9(7)","1  5  8  0  3  0"
"D:maj9(7)","2  6  9  1  4  1"
"Db:maj9(7)","1  5  8  0  3  0"
"D#:maj9(7)","3   7  10   2   5   2"
"E:maj9(7)","4   8  11   3   6   3"
"Eb:maj9(7)","3   7  10   2   5   2"
"E#:maj9(7)","5  9  0  4  7  4"
"F:maj9(7)","5  9  0  4  7  4"
"Fb:maj9(7)","4   8  11   3   6   3"
"F#:maj9(7)","6  10   1   5   8   5"
"G:maj9(7)","7  11   2   6   9   6"
"Gb:maj9(7)","6  10   1   5   8   5"
"G#:maj9(7)","8   0   3   7  10   7"
"A:maj9(7)","9   1   4   8  11   8"
"Ab:maj9(7)","8   0   3   7  10   7"
"A#:maj9(7)","10   2   5   9   0   9"
"B:maj9(7)","11   3   6  10   1  10"
"Bb:maj9(7)","10   2   5   9   0   9"
"B#:maj9(7)","0   4   7  11   2  11"
"C:maj9(7)/1","0   0   4   7  11   2  11"
"Cb:maj9(7)/1","11  11   3   6  10   1  10"
"C#:maj9(7)/1","1  1  5  8  0  3  0"
"D:maj9(7)/1","2  2  6  9  1  4  1"
"Db:maj9(7)/1","1  1  5  8  0  3  0"
"D#:maj9(7)/1","3   3   7  10   2   5   2"
"E:maj9(7)/1","4   4   8  11   3   6   3"
"Eb:maj9(7)/1","3   3   7  10   2   5   2"
"E#:maj9(7)/1","5  5  9  0  4  7  4"
"F:maj9(7)/1","5  5  9  0  4  7  4"
"Fb:maj9(7)/1","4   4   8  11   3   6   3"
"F#:maj9(7)/1","6   6  10   1   5   8   5"
"G:maj9(7)/1","7   7  11   2   6   9   6"
"Gb:maj9(7)/1","6   6  10   1   5   8   5"
"G#:maj9(7)/1","8   8   0   3   7  10   7"
"A:maj9(7)/1","9   9   1   4   8  11   8"
"Ab:maj9(7)/1","8   8   0   3   7  10   7"
"A#:maj9(7)/1","10  10   2   5   9   0   9"
"B:maj9(7)/1","11  11   3   6  10   1  10"
"Bb:maj9(7)/1","10  10   2   5   9   0   9"
"B#:maj9(7)/1","0   0   4   7  11   2  11"
"C:maj9(7)/2","2   0   4   7  11   2  11"
"Cb:maj9(7)/2","1  11   3   6  10   1  10"
"C#:maj9(7)/2","3  1  5  8  0  3  0"
"D:maj9(7)/2","4  2  6  9  1  4  1"
"Db:maj9(7)/2","3  1  5  8  0  3  0"
"D#:maj9(7)/2","5   3   7  10   2   5   2"
"E:maj9(7)/2","6   4   8  11   3   6   3"
"Eb:maj9(7)/2","5   3   7  10   2   5   2"
"E#:maj9(7)/2","7  5  9  0  4  7  4"
"F:maj9(7)/2","7  5  9  0  4  7  4"
"Fb:maj9(7)/2","6   4   8  11   3   6   3"
"F#:maj9(7)/2","8   6  10   1   5   8   5"
"G:maj9(7)/2","9   7  11   2   6   9   6"
"Gb:maj9(7)/2","8   6  10   1   5   8   5"
"G#:maj9(7)/2","10   8   0   3   7  10   7"
"A:maj9(7)/2","11   9   1   4   8  11   8"
"Ab:maj9(7)/2","10   8   0   3   7  10   7"
"A#:maj9(7)/2","0  10   2   5   9   0   9"
"B:maj9(7)/2","1  11   3   6  10   1  10"
"Bb:maj9(7)/2","0  10   2   5   9   0   9"
"B#:maj9(7)/2","2   0   4   7  11   2  11"
"C:maj9(7)/3","4   0   4   7  11   2  11"
"Cb:maj9(7)/3","3  11   3   6  10   1  10"
"C#:maj9(7)/3","5  1  5  8  0  3  0"
"D:maj9(7)/3","6  2  6  9  1  4  1"
"Db:maj9(7)/3","5  1  5  8  0  3  0"
"D#:maj9(7)/3","7   3   7  10   2   5   2"
"E:maj9(7)/3","8   4   8  11   3   6   3"
"Eb:maj9(7)/3","7   3   7  10   2   5   2"
"E#:maj9(7)/3","9  5  9  0  4  7  4"
"F:maj9(7)/3","9  5  9  0  4  7  4"
"Fb:maj9(7)/3","8   4   8  11   3   6   3"
"F#:maj9(7)/3","10   6  10   1   5   8   5"
"G:maj9(7)/3","11   7  11   2   6   9   6"
"Gb:maj9(7)/3","10   6  10   1   5   8   5"
"G#:maj9(7)/3","0   8   0   3   7  10   7"
"A:maj9(7)/3","1   9   1   4   8  11   8"
"Ab:maj9(7)/3","0   8   0   3   7  10   7"
"A#:maj9(7)/3","2  10   2   5   9   0   9"
"B:maj9(7)/3","3  11   3   6  10   1  10"
"Bb:maj9(7)/3","2  10   2   5   9   0   9"
"B#:maj9(7)/3","4   0   4   7  11   2  11"
"C:maj9(7)/4","5   0   4   7  11   2  11"
"Cb:maj9(7)/4","4  11   3   6  10   1  10"
"C#:maj9(7)/4","6  1  5  8  0  3  0"
"D:maj9(7)/4","7  2  6  9  1  4  1"
"Db:maj9(7)/4","6  1  5  8  0  3  0"
"D#:maj9(7)/4","8   3   7  10   2   5   2"
"E:maj9(7)/4","9   4   8  11   3   6   3"
"Eb:maj9(7)/4","8   3   7  10   2   5   2"
"E#:maj9(7)/4","10   5   9   0   4   7   4"
"F:maj9(7)/4","10   5   9   0   4   7   4"
"Fb:maj9(7)/4","9   4   8  11   3   6   3"
"F#:maj9(7)/4","11   6  10   1   5   8   5"
"G:maj9(7)/4","0   7  11   2   6   9   6"
"Gb:maj9(7)/4","11   6  10   1   5   8   5"
"G#:maj9(7)/4","1   8   0   3   7  10   7"
"A:maj9(7)/4","2   9   1   4   8  11   8"
"Ab:maj9(7)/4","1   8   0   3   7  10   7"
"A#:maj9(7)/4","3  10   2   5   9   0   9"
"B:maj9(7)/4","4  11   3   6  10   1  10"
"Bb:maj9(7)/4","3  10   2   5   9   0   9"
"B#:maj9(7)/4","5   0   4   7  11   2  11"
"C:maj9(7)/5","7   0   4   7  11   2  11"
"Cb:maj9(7)/5","6  11   3   6  10   1  10"
"C#:maj9(7)/5","8  1  5  8  0  3  0"
"D:maj9(7)/5","9  2  6  9  1  4  1"
"Db:maj9(7)/5","8  1  5  8  0  3  0"
"D#:maj9(7)/5","10   3   7  10   2   5   2"
"E:maj9(7)/5","11   4   8  11   3   6   3"
"Eb:maj9(7)/5","10   3   7  10   2   5   2"
"E#:maj9(7)/5","0  5  9  0  4  7  4"
"F:maj9(7)/5","0  5  9  0  4  7  4"
"Fb:maj9(7)/5","11   4   8  11   3   6   3"
"F#:maj9(7)/5","1   6  10   1   5   8   5"
"G:maj9(7)/5","2   7  11   2   6   9   6"
"Gb:maj9(7)/5","1   6  10   1   5   8   5"
"G#:maj9(7)/5","3   8   0   3   7  10   7"
"A:maj9(7)/5","4   9   1   4   8  11   8"
"Ab:maj9(7)/5","3   8   0   3   7  10   7"
"A#:maj9(7)/5","5  10   2   5   9   0   9"
"B:maj9(7)/5","6  11   3   6  10   1  10"
"Bb:maj9(7)/5","5  10   2   5   9   0   9"
"B#:maj9(7)/5","7   0   4   7  11   2  11"
"C:maj9(7)/6","9   0   4   7  11   2  11"
"Cb:maj9(7)/6","8  11   3   6  10   1  10"
"C#:maj9(7)/6","10   1   5   8   0   3   0"
"D:maj9(7)/6","11   2   6   9   1   4   1"
"Db:maj9(7)/6","10   1   5   8   0   3   0"
"D#:maj9(7)/6","0   3   7  10   2   5   2"
"E:maj9(7)/6","1   4   8  11   3   6   3"
"Eb:maj9(7)/6","0   3   7  10   2   5   2"
"E#:maj9(7)/6","2  5  9  0  4  7  4"
"F:maj9(7)/6","2  5  9  0  4  7  4"
"Fb:maj9(7)/6","1   4   8  11   3   6   3"
"F#:maj9(7)/6","3   6  10   1   5   8   5"
"G:maj9(7)/6","4   7  11   2   6   9   6"
"Gb:maj9(7)/6","3   6  10   1   5   8   5"
"G#:maj9(7)/6","5   8   0   3   7  10   7"
"A:maj9(7)/6","6   9   1   4   8  11   8"
"Ab:maj9(7)/6","5   8   0   3   7  10   7"
"A#:maj9(7)/6","7  10   2   5   9   0   9"
"B:maj9(7)/6","8  11   3   6  10   1  10"
"Bb:maj9(7)/6","7  10   2   5   9   0   9"
"B#:maj9(7)/6","9   0   4   7  11   2  11"
"C:maj9(7)/7","11   0   4   7  11   2  11"
"Cb:maj9(7)/7","10  11   3   6  10   1  10"
"C#:maj9(7)/7","0  1  5  8  0  3  0"
"D:maj9(7)/7","1  2  6  9  1  4  1"
"Db:maj9(7)/7","0  1  5  8  0  3  0"
"D#:maj9(7)/7","2   3   7  10   2   5   2"
"E:maj9(7)/7","3   4   8  11   3   6   3"
"Eb:maj9(7)/7","2   3   7  10   2   5   2"
"E#:maj9(7)/7","4  5  9  0  4  7  4"
"F:maj9(7)/7","4  5  9  0  4  7  4"
"Fb:maj9(7)/7","3   4   8  11   3   6   3"
"F#:maj9(7)/7","5   6  10   1   5   8   5"
"G:maj9(7)/7","6   7  11   2   6   9   6"
"Gb:maj9(7)/7","5   6  10   1   5   8   5"
"G#:maj9(7)/7","7   8   0   3   7  10   7"
"A:maj9(7)/7","8   9   1   4   8  11   8"
"Ab:maj9(7)/7","7   8   0   3   7  10   7"
"A#:maj9(7)/7","9  10   2   5   9   0   9"
"B:maj9(7)/7","10  11   3   6  10   1  10"
"Bb:maj9(7)/7","9  10   2   5   9   0   9"
"B#:maj9(7)/7","11   0   4   7  11   2  11"
"C:maj9(7)/9","2   0   4   7  11   2  11"
"Cb:maj9(7)/9","1  11   3   6  10   1  10"
"C#:maj9(7)/9","3  1  5  8  0  3  0"
"D:maj9(7)/9","4  2  6  9  1  4  1"
"Db:maj9(7)/9","3  1  5  8  0  3  0"
"D#:maj9(7)/9","5   3   7  10   2   5   2"
"E:maj9(7)/9","6   4   8  11   3   6   3"
"Eb:maj9(7)/9","5   3   7  10   2   5   2"
"E#:maj9(7)/9","7  5  9  0  4  7  4"
"F:maj9(7)/9","7  5  9  0  4  7  4"
"Fb:maj9(7)/9","6   4   8  11   3   6   3"
"F#:maj9(7)/9","8   6  10   1   5   8   5"
"G:maj9(7)/9","9   7  11   2   6   9   6"
"Gb:maj9(7)/9","8   6  10   1   5   8   5"
"G#:maj9(7)/9","10   8   0   3   7  10   7"
"A:maj9(7)/9","11   9   1   4   8  11   8"
"Ab:maj9(7)/9","10   8   0   3   7  10   7"
"A#:maj9(7)/9","0  10   2   5   9   0   9"
"B:maj9(7)/9","1  11   3   6  10   1  10"
"Bb:maj9(7)/9","0  10   2   5   9   0   9"
"B#:maj9(7)/9","2   0   4   7  11   2  11"
"C:maj9(7)/b1","11   0   4   7  11   2  11"
"Cb:maj9(7)/b1","10  11   3   6  10   1  10"
"C#:maj9(7)/b1","0  1  5  8  0  3  0"
"D:maj9(7)/b1","1  2  6  9  1  4  1"
"Db:maj9(7)/b1","0  1  5  8  0  3  0"
"D#:maj9(7)/b1","2   3   7  10   2   5   2"
"E:maj9(7)/b1","3   4   8  11   3   6   3"
"Eb:maj9(7)/b1","2   3   7  10   2   5   2"
"E#:maj9(7)/b1","4  5  9  0  4  7  4"
"F:maj9(7)/b1","4  5  9  0  4  7  4"
"Fb:maj9(7)/b1","3   4   8  11   3   6   3"
"F#:maj9(7)/b1","5   6  10   1   5   8   5"
"G:maj9(7)/b1","6   7  11   2   6   9   6"
"Gb:maj9(7)/b1","5   6  10   1   5   8   5"
"G#:maj9(7)/b1","7   8   0   3   7  10   7"
"A:maj9(7)/b1","8   9   1   4   8  11   8"
"Ab:maj9(7)/b1","7   8   0   3   7  10   7"
"A#:maj9(7)/b1","9  10   2   5   9   0   9"
"B:maj9(7)/b1","10  11   3   6  10   1  10"
"Bb:maj9(7)/b1","9  10   2   5   9   0   9"
"B#:maj9(7)/b1","11   0   4   7  11   2  11"
"C:maj9(7)/b2","1   0   4   7  11   2  11"
"Cb:maj9(7)/b2","0  11   3   6  10   1  10"
"C#:maj9(7)/b2","2  1  5  8  0  3  0"
"D:maj9(7)/b2","3  2  6  9  1  4  1"
"Db:maj9(7)/b2","2  1  5  8  0  3  0"
"D#:maj9(7)/b2","4   3   7  10   2   5   2"
"E:maj9(7)/b2","5   4   8  11   3   6   3"
"Eb:maj9(7)/b2","4   3   7  10   2   5   2"
"E#:maj9(7)/b2","6  5  9  0  4  7  4"
"F:maj9(7)/b2","6  5  9  0  4  7  4"
"Fb:maj9(7)/b2","5   4   8  11   3   6   3"
"F#:maj9(7)/b2","7   6  10   1   5   8   5"
"G:maj9(7)/b2","8   7  11   2   6   9   6"
"Gb:maj9(7)/b2","7   6  10   1   5   8   5"
"G#:maj9(7)/b2","9   8   0   3   7  10   7"
"A:maj9(7)/b2","10   9   1   4   8  11   8"
"Ab:maj9(7)/b2","9   8   0   3   7  10   7"
"A#:maj9(7)/b2","11  10   2   5   9   0   9"
"B:maj9(7)/b2","0  11   3   6  10   1  10"
"Bb:maj9(7)/b2","11  10   2   5   9   0   9"
"B#:maj9(7)/b2","1   0   4   7  11   2  11"
"C:maj9(7)/b3","3   0   4   7  11   2  11"
"Cb:maj9(7)/b3","2  11   3   6  10   1  10"
"C#:maj9(7)/b3","4  1  5  8  0  3  0"
"D:maj9(7)/b3","5  2  6  9  1  4  1"
"Db:maj9(7)/b3","4  1  5  8  0  3  0"
"D#:maj9(7)/b3","6   3   7  10   2   5   2"
"E:maj9(7)/b3","7   4   8  11   3   6   3"
"Eb:maj9(7)/b3","6   3   7  10   2   5   2"
"E#:maj9(7)/b3","8  5  9  0  4  7  4"
"F:maj9(7)/b3","8  5  9  0  4  7  4"
"Fb:maj9(7)/b3","7   4   8  11   3   6   3"
"F#:maj9(7)/b3","9   6  10   1   5   8   5"
"G:maj9(7)/b3","10   7  11   2   6   9   6"
"Gb:maj9(7)/b3","9   6  10   1   5   8   5"
"G#:maj9(7)/b3","11   8   0   3   7  10   7"
"A:maj9(7)/b3","0   9   1   4   8  11   8"
"Ab:maj9(7)/b3","11   8   0   3   7  10   7"
"A#:maj9(7)/b3","1  10   2   5   9   0   9"
"B:maj9(7)/b3","2  11   3   6  10   1  10"
"Bb:maj9(7)/b3","1  10   2   5   9   0   9"
"B#:maj9(7)/b3","3   0   4   7  11   2  11"
"C:maj9(7)/b4","4   0   4   7  11   2  11"
"Cb:maj9(7)/b4","3  11   3   6  10   1  10"
"C#:maj9(7)/b4","5  1  5  8  0  3  0"
"D:maj9(7)/b4","6  2  6  9  1  4  1"
"Db:maj9(7)/b4","5  1  5  8  0  3  0"
"D#:maj9(7)/b4","7   3   7  10   2   5   2"
"E:maj9(7)/b4","8   4   8  11   3   6   3"
"Eb:maj9(7)/b4","7   3   7  10   2   5   2"
"E#:maj9(7)/b4","9  5  9  0  4  7  4"
"F:maj9(7)/b4","9  5  9  0  4  7  4"
"Fb:maj9(7)/b4","8   4   8  11   3   6   3"
"F#:maj9(7)/b4","10   6  10   1   5   8   5"
"G:maj9(7)/b4","11   7  11   2   6   9   6"
"Gb:maj9(7)/b4","10   6  10   1   5   8   5"
"G#:maj9(7)/b4","0   8   0   3   7  10   7"
"A:maj9(7)/b4","1   9   1   4   8  11   8"
"Ab:maj9(7)/b4","0   8   0   3   7  10   7"
"A#:maj9(7)/b4","2  10   2   5   9   0   9"
"B:maj9(7)/b4","3  11   3   6  10   1  10"
"Bb:maj9(7)/b4","2  10   2   5   9   0   9"
"B#:maj9(7)/b4","4   0   4   7  11   2  11"
"C:maj9(7)/b5","6   0   4   7  11   2  11"
"Cb:maj9(7)/b5","5  11   3   6  10   1  10"
"C#:maj9(7)/b5","7  1  5  8  0  3  0"
"D:maj9(7)/b5","8  2  6  9  1  4  1"
"Db:maj9(7)/b5","7  1  5  8  0  3  0"
"D#:maj9(7)/b5","9   3   7  10   2   5   2"
"E:maj9(7)/b5","10   4   8  11   3   6   3"
"Eb:maj9(7)/b5","9   3   7  10   2   5   2"
"E#:maj9(7)/b5","11   5   9   0   4   7   4"
"F:maj9(7)/b5","11   5   9   0   4   7   4"
"Fb:maj9(7)/b5","10   4   8  11   3   6   3"
"F#:maj9(7)/b5","0   6  10   1   5   8   5"
"G:maj9(7)/b5","1   7  11   2   6   9   6"
"Gb:maj9(7)/b5","0   6  10   1   5   8   5"
"G#:maj9(7)/b5","2   8   0   3   7  10   7"
"A:maj9(7)/b5","3   9   1   4   8  11   8"
"Ab:maj9(7)/b5","2   8   0   3   7  10   7"
"A#:maj9(7)/b5","4  10   2   5   9   0   9"
"B:maj9(7)/b5","5  11   3   6  10   1  10"
"Bb:maj9(7)/b5","4  10   2   5   9   0   9"
"B#:maj9(7)/b5","6   0   4   7  11   2  11"
"C:maj9(7)/b6","8   0   4   7  11   2  11"
"Cb:maj9(7)/b6","7  11   3   6  10   1  10"
"C#:maj9(7)/b6","9  1  5  8  0  3  0"
"D:maj9(7)/b6","10   2   6   9   1   4   1"
"Db:maj9(7)/b6","9  1  5  8  0  3  0"
"D#:maj9(7)/b6","11   3   7  10   2   5   2"
"E:maj9(7)/b6","0   4   8  11   3   6   3"
"Eb:maj9(7)/b6","11   3   7  10   2   5   2"
"E#:maj9(7)/b6","1  5  9  0  4  7  4"
"F:maj9(7)/b6","1  5  9  0  4  7  4"
"Fb:maj9(7)/b6","0   4   8  11   3   6   3"
"F#:maj9(7)/b6","2   6  10   1   5   8   5"
"G:maj9(7)/b6","3   7  11   2   6   9   6"
"Gb:maj9(7)/b6","2   6  10   1   5   8   5"
"G#:maj9(7)/b6","4   8   0   3   7  10   7"
"A:maj9(7)/b6","5   9   1   4   8  11   8"
"Ab:maj9(7)/b6","4   8   0   3   7  10   7"
"A#:maj9(7)/b6","6  10   2   5   9   0   9"
"B:maj9(7)/b6","7  11   3   6  10   1  10"
"Bb:maj9(7)/b6","6  10   2   5   9   0   9"
"B#:maj9(7)/b6","8   0   4   7  11   2  11"
"C:maj9(7)/b7","10   0   4   7  11   2  11"
"Cb:maj9(7)/b7","9  11   3   6  10   1  10"
"C#:maj9(7)/b7","11   1   5   8   0   3   0"
"D:maj9(7)/b7","0  2  6  9  1  4  1"
"Db:maj9(7)/b7","11   1   5   8   0   3   0"
"D#:maj9(7)/b7","1   3   7  10   2   5   2"
"E:maj9(7)/b7","2   4   8  11   3   6   3"
"Eb:maj9(7)/b7","1   3   7  10   2   5   2"
"E#:maj9(7)/b7","3  5  9  0  4  7  4"
"F:maj9(7)/b7","3  5  9  0  4  7  4"
"Fb:maj9(7)/b7","2   4   8  11   3   6   3"
"F#:maj9(7)/b7","4   6  10   1   5   8   5"
"G:maj9(7)/b7","5   7  11   2   6   9   6"
"Gb:maj9(7)/b7","4   6  10   1   5   8   5"
"G#:maj9(7)/b7","6   8   0   3   7  10   7"
"A:maj9(7)/b7","7   9   1   4   8  11   8"
"Ab:maj9(7)/b7","6   8   0   3   7  10   7"
"A#:maj9(7)/b7","8  10   2   5   9   0   9"
"B:maj9(7)/b7","9  11   3   6  10   1  10"
"Bb:maj9(7)/b7","8  10   2   5   9   0   9"
"B#:maj9(7)/b7","10   0   4   7  11   2  11"
"C:maj9(7)/b9","1   0   4   7  11   2  11"
"Cb:maj9(7)/b9","0  11   3   6  10   1  10"
"C#:maj9(7)/b9","2  1  5  8  0  3  0"
"D:maj9(7)/b9","3  2  6  9  1  4  1"
"Db:maj9(7)/b9","2  1  5  8  0  3  0"
"D#:maj9(7)/b9","4   3   7  10   2   5   2"
"E:maj9(7)/b9","5   4   8  11   3   6   3"
"Eb:maj9(7)/b9","4   3   7  10   2   5   2"
"E#:maj9(7)/b9","6  5  9  0  4  7  4"
"F:maj9(7)/b9","6  5  9  0  4  7  4"
"Fb:maj9(7)/b9","5   4   8  11   3   6   3"
"F#:maj9(7)/b9","7   6  10   1   5   8   5"
"G:maj9(7)/b9","8   7  11   2   6   9   6"
"Gb:maj9(7)/b9","7   6  10   1   5   8   5"
"G#:maj9(7)/b9","9   8   0   3   7  10   7"
"A:maj9(7)/b9","10   9   1   4   8  11   8"
"Ab:maj9(7)/b9","9   8   0   3   7  10   7"
"A#:maj9(7)/b9","11  10   2   5   9   0   9"
"B:maj9(7)/b9","0  11   3   6  10   1  10"
"Bb:maj9(7)/b9","11  10   2   5   9   0   9"
"B#:maj9(7)/b9","1   0   4   7  11   2  11"
"C:maj9(7)/#1","1   0   4   7  11   2  11"
"Cb:maj9(7)/#1","0  11   3   6  10   1  10"
"C#:maj9(7)/#1","2  1  5  8  0  3  0"
"D:maj9(7)/#1","3  2  6  9  1  4  1"
"Db:maj9(7)/#1","2  1  5  8  0  3  0"
"D#:maj9(7)/#1","4   3   7  10   2   5   2"
"E:maj9(7)/#1","5   4   8  11   3   6   3"
"Eb:maj9(7)/#1","4   3   7  10   2   5   2"
"E#:maj9(7)/#1","6  5  9  0  4  7  4"
"F:maj9(7)/#1","6  5  9  0  4  7  4"
"Fb:maj9(7)/#1","5   4   8  11   3   6   3"
"F#:maj9(7)/#1","7   6  10   1   5   8   5"
"G:maj9(7)/#1","8   7  11   2   6   9   6"
"Gb:maj9(7)/#1","7   6  10   1   5   8   5"
"G#:maj9(7)/#1","9   8   0   3   7  10   7"
"A:maj9(7)/#1","10   9   1   4   8  11   8"
"Ab:maj9(7)/#1","9   8   0   3   7  10   7"
"A#:maj9(7)/#1","11  10   2   5   9   0   9"
"B:maj9(7)/#1","0  11   3   6  10   1  10"
"Bb:maj9(7)/#1","11  10   2   5   9   0   9"
"B#:maj9(7)/#1","1   0   4   7  11   2  11"
"C:maj9(7)/#2","3   0   4   7  11   2  11"
"Cb:maj9(7)/#2","2  11   3   6  10   1  10"
"C#:maj9(7)/#2","4  1  5  8  0  3  0"
"D:maj9(7)/#2","5  2  6  9  1  4  1"
"Db:maj9(7)/#2","4  1  5  8  0  3  0"
"D#:maj9(7)/#2","6   3   7  10   2   5   2"
"E:maj9(7)/#2","7   4   8  11   3   6   3"
"Eb:maj9(7)/#2","6   3   7  10   2   5   2"
"E#:maj9(7)/#2","8  5  9  0  4  7  4"
"F:maj9(7)/#2","8  5  9  0  4  7  4"
"Fb:maj9(7)/#2","7   4   8  11   3   6   3"
"F#:maj9(7)/#2","9   6  10   1   5   8   5"
"G:maj9(7)/#2","10   7  11   2   6   9   6"
"Gb:maj9(7)/#2","9   6  10   1   5   8   5"
"G#:maj9(7)/#2","11   8   0   3   7  10   7"
"A:maj9(7)/#2","0   9   1   4   8  11   8"
"Ab:maj9(7)/#2","11   8   0   3   7  10   7"
"A#:maj9(7)/#2","1  10   2   5   9   0   9"
"B:maj9(7)/#2","2  11   3   6  10   1  10"
"Bb:maj9(7)/#2","1  10   2   5   9   0   9"
"B#:maj9(7)/#2","3   0   4   7  11   2  11"
"C:maj9(7)/#3","5   0   4   7  11   2  11"
"Cb:maj9(7)/#3","4  11   3   6  10   1  10"
"C#:maj9(7)/#3","6  1  5  8  0  3  0"
"D:maj9(7)/#3","7  2  6  9  1  4  1"
"Db:maj9(7)/#3","6  1  5  8  0  3  0"
"D#:maj9(7)/#3","8   3   7  10   2   5   2"
"E:maj9(7)/#3","9   4   8  11   3   6   3"
"Eb:maj9(7)/#3","8   3   7  10   2   5   2"
"E#:maj9(7)/#3","10   5   9   0   4   7   4"
"F:maj9(7)/#3","10   5   9   0   4   7   4"
"Fb:maj9(7)/#3","9   4   8  11   3   6   3"
"F#:maj9(7)/#3","11   6  10   1   5   8   5"
"G:maj9(7)/#3","0   7  11   2   6   9   6"
"Gb:maj9(7)/#3","11   6  10   1   5   8   5"
"G#:maj9(7)/#3","1   8   0   3   7  10   7"
"A:maj9(7)/#3","2   9   1   4   8  11   8"
"Ab:maj9(7)/#3","1   8   0   3   7  10   7"
"A#:maj9(7)/#3","3  10   2   5   9   0   9"
"B:maj9(7)/#3","4  11   3   6  10   1  10"
"Bb:maj9(7)/#3","3  10   2   5   9   0   9"
"B#:maj9(7)/#3","5   0   4   7  11   2  11"
"C:maj9(7)/#4","6   0   4   7  11   2  11"
"Cb:maj9(7)/#4","5  11   3   6  10   1  10"
"C#:maj9(7)/#4","7  1  5  8  0  3  0"
"D:maj9(7)/#4","8  2  6  9  1  4  1"
"Db:maj9(7)/#4","7  1  5  8  0  3  0"
"D#:maj9(7)/#4","9   3   7  10   2   5   2"
"E:maj9(7)/#4","10   4   8  11   3   6   3"
"Eb:maj9(7)/#4","9   3   7  10   2   5   2"
"E#:maj9(7)/#4","11   5   9   0   4   7   4"
"F:maj9(7)/#4","11   5   9   0   4   7   4"
"Fb:maj9(7)/#4","10   4   8  11   3   6   3"
"F#:maj9(7)/#4","0   6  10   1   5   8   5"
"G:maj9(7)/#4","1   7  11   2   6   9   6"
"Gb:maj9(7)/#4","0   6  10   1   5   8   5"
"G#:maj9(7)/#4","2   8   0   3   7  10   7"
"A:maj9(7)/#4","3   9   1   4   8  11   8"
"Ab:maj9(7)/#4","2   8   0   3   7  10   7"
"A#:maj9(7)/#4","4  10   2   5   9   0   9"
"B:maj9(7)/#4","5  11   3   6  10   1  10"
"Bb:maj9(7)/#4","4  10   2   5   9   0   9"
"B#:maj9(7)/#4","6   0   4   7  11   2  11"
"C:maj9(7)/#5","8   0   4   7  11   2  11"
"Cb:maj9(7)/#5","7  11   3   6  10   1  10"
"C#:maj9(7)/#5","9  1  5  8  0  3  0"
"D:maj9(7)/#5","10   2   6   9   1   4   1"
"Db:maj9(7)/#5","9  1  5  8  0  3  0"
"D#:maj9(7)/#5","11   3   7  10   2   5   2"
"E:maj9(7)/#5","0   4   8  11   3   6   3"
"Eb:maj9(7)/#5","11   3   7  10   2   5   2"
"E#:maj9(7)/#5","1  5  9  0  4  7  4"
"F:maj9(7)/#5","1  5  9  0  4  7  4"
"Fb:maj9(7)/#5","0   4   8  11   3   6   3"
"F#:maj9(7)/#5","2   6  10   1   5   8   5"
"G:maj9(7)/#5","3   7  11   2   6   9   6"
"Gb:maj9(7)/#5","2   6  10   1   5   8   5"
"G#:maj9(7)/#5","4   8   0   3   7  10   7"
"A:maj9(7)/#5","5   9   1   4   8  11   8"
"Ab:maj9(7)/#5","4   8   0   3   7  10   7"
"A#:maj9(7)/#5","6  10   2   5   9   0   9"
"B:maj9(7)/#5","7  11   3   6  10   1  10"
"Bb:maj9(7)/#5","6  10   2   5   9   0   9"
"B#:maj9(7)/#5","8   0   4   7  11   2  11"
"C:maj9(7)/#6","10   0   4   7  11   2  11"
"Cb:maj9(7)/#6","9  11   3   6  10   1  10"
"C#:maj9(7)/#6","11   1   5   8   0   3   0"
"D:maj9(7)/#6","0  2  6  9  1  4  1"
"Db:maj9(7)/#6","11   1   5   8   0   3   0"
"D#:maj9(7)/#6","1   3   7  10   2   5   2"
"E:maj9(7)/#6","2   4   8  11   3   6   3"
"Eb:maj9(7)/#6","1   3   7  10   2   5   2"
"E#:maj9(7)/#6","3  5  9  0  4  7  4"
"F:maj9(7)/#6","3  5  9  0  4  7  4"
"Fb:maj9(7)/#6","2   4   8  11   3   6   3"
"F#:maj9(7)/#6","4   6  10   1   5   8   5"
"G:maj9(7)/#6","5   7  11   2   6   9   6"
"Gb:maj9(7)/#6","4   6  10   1   5   8   5"
"G#:maj9(7)/#6","6   8   0   3   7  10   7"
"A:maj9(7)/#6","7   9   1   4   8  11   8"
"Ab:maj9(7)/#6","6   8   0   3   7  10   7"
